id,level,kind,lesson,number,title,reading,meaning_vi,page,status,reason,example_field_nonempty,raw_has_reibun,raw_bullets,raw_preview
N3-vocab-0695,N3,vocab,第36 課:691~710,705,消費,しょうひ,Tiêu hao,242,OK,raw_bullet_or_phrase,NO,NO,1,しょうひ 動:を消費 (を)する うんどう ・ 運動 してカロリーを消費する。 せいさんしゃ しょうひしゃ 合:+) 生産者 >< 消費者 しょう ひ (Người sản xuất) >< (Người tiêu thụ) 消 費 牛乳の消費者は毎年減っている。 Tiêu hao しょうひしゃ (Người tiêu thụ) +) 消費者 しょう ひ ぜい :Thuế VAT +) 消 費 税 消費税が上がる。
N3-vocab-0696,N3,vocab,第36 課:691~710,706,物価,ぶっか,"Vật giá, giá cả",242,OK,raw_bullet_or_phrase,NO,NO,4,"いなか ・ 東京は物価が高い。>< 田舎 は物価が安い。 ぶっ か 物 価 Vật giá, giá cả ・ ベトナムは近年、物価が上がっている。 >< 下がっている。 使い分け ぶっか • :Vật giá chung (quốc gia, vùng) 物価 例:ベトナムの物価が上がる/高い。 下がる/安い ねだん • :Giá thành (cụ thể) 値段 例:値段が高い/安い。"
N3-vocab-0697,N3,vocab,第36 課:691~710,707,倒産,とうさん,Phá sản,243,OK,raw_bullet_or_phrase,NO,NO,1,とうさん とうさん 動:倒産 する 倒産 ・ 会社が倒産する。 Phá sản
N3-vocab-0698,N3,vocab,第36 課:691~710,708,携帯,けいたい,Di động,243,OK,sentence_punctuation,NO,NO,0,1 を携帯する (Mang theo) とう ろく しょう 外国人はいつも外国人登 録 証 を携帯して けいたい いなければならない。 携帯 Di động けい たい よう 2 携 + N:~ di động 帯 用 はいざら 私はたばこを吸うので、いつも携帯用灰皿 を持ち歩いている。
N3-vocab-0699,N3,vocab,第36 課:691~710,709,現代,げんだい,"Hiện nay, thời đại này",243,OK,raw_bullet_or_phrase,NO,NO,1,"こんにち ・ 現代は情報の社会だと言われている。(≒ 今日 ) げんだい げんだいじん 現代 合:現代人 Hiện nay, thời đại này げんだいしゃかい 現代社会"
N3-vocab-0700,N3,vocab,第36 課:691~710,710,世紀,せいき,Thế kỷ,243,OK,raw_bullet_or_phrase,NO,NO,1,せい き 世 紀 ・ ドラえもんは22世紀からやってきた。 Thế kỷ
N3-vocab-0701,N3,vocab,第37 課:711~730,711,文化,ぶんか,Văn hoá,244,OK,raw_bullet_or_phrase,NO,NO,2,・ 日本(の)文化 ぶん か ・ 食文化 文 化 せかいぶんか いさん (Di sản văn hóa thế giới) 合:世界文化 遺産 Văn hoá い ぶんか こうりゅう (Sự giao lưu văn hóa khác nhau) 異 文化 交流
N3-vocab-0702,N3,vocab,第37 課:711~730,712,都市,とし,"Thành phố, đô thị",244,OK,raw_bullet_or_phrase,NO,NO,3,"しゅうちゅう ・ 大都市に人口が集中 する。 だいとし (Thành phố) 合:+) 大都市 と し 都市 → 東京、大阪 こうぎょう しょうぎょう と し Thành phố, đô thị (Thành phố +) 工業 /商業 ... + 都市 phát triển về công nghiệp/ thương nghiệp) あい ち → 愛 知 使い分け とかい • 都会 :より会話 としん • 都心 :東京都の中心"
N3-vocab-0703,N3,vocab,第37 課:711~730,713,地方,ちほう,"1. Vùng, khu vực 2. Địa phương, quê",245,OK,raw_bullet_or_phrase,NO,NO,2,"意味1 しょくぶつ ・ 雨が多い地方では、植物 がよく育つ。 とうほく かんとう ねったい ちほう 合:(東北 / 関東 / 熱帯 ...) + 地方 Khu vực (phạm vi rộng) ちほう ちいき :Khu vực (nhỏ hơn tỉnh) 類:地域 地方 意味2 1. Vùng, khu vực 2. Địa phương, quê と かい ・ 地方から都 会 へ出て働く。(≒ いなか) ちほうとし (Thị xã, thị trấn) 合:地方都市 ちほうじちたい 地方自治体 (N2) せ"
N3-vocab-0704,N3,vocab,第37 課:711~730,714,戦争,せんそう,Chiến tranh,245,OK,raw_bullet_or_phrase,NO,NO,2,せんそう 動:戦争 (を)する せんそう ・ A 国とB 国の間で戦争が起きた。 戦争 へい わ ・ 戦争が終わって平 和 になった。 Chiến tranh じゅけんせんそう (Cạnh tranh thi cử) 合:受験戦争
N3-vocab-0705,N3,vocab,第37 課:711~730,715,平和,へいわ,"1. Hoà bình 2. Hoà hợp, hiền hoà",246,OK,raw_bullet_or_phrase,NO,NO,2,"意味1 ねが ・ 世界の平和を願 う。 せんそう 対:戦争 へいわてき へいわ に:(một cách) hòa bình 合:+) 平和的 平和 あらそ かいけつ 争 いを平和的に解決 した。 1. Hoà bình へいわうんどう :Hoạt động vì hòa bình +) 平和運動 2. Hoà hợp, hiền hoà せんそう 平和運動 → 戦争 やめろ! 意味2 おだ ・ 平和な家庭で育った。(≒ 穏 やかな)(N2)"
N3-vocab-0706,N3,vocab,第37 課:711~730,716,(が)上る,のぼる,1. Leo lên 2. Bay lên,246,OK,raw_bullet_or_phrase,NO,NO,2,かいだん さか かわ とうきょう ・ (階段 /坂 /川 /東京 タワー...)を上る。 のぼ (が)上 る けむり そら ・ 煙 が空 に上る。 1. Leo lên すう じ のぼ る:Lên tới 合:数 字 + 上 2. Bay lên じしん ししゃ 地震 の死者 は、7000 人に上った。(N2)
N3-vocab-0707,N3,vocab,第37 課:711~730,717,(が)下る,くだる,Đi xuống,246,OK,raw_bullet_or_phrase,NO,NO,2,さか くだ ・ (坂 /川/山...)を下 る。 かいだん くだ ・ 階段 を下 る。 (△) くだ お 階段を降 りる。(◯) (が)下 る くだ みち 名:下 り道 Đi xuống くだ れっしゃ くだ 下 り列車 (△)→ 下 り電車
N3-vocab-0708,N3,vocab,第37 課:711~730,719,(が)進む,すすむ,・ A:工事,247,OK,raw_bullet_or_phrase,NO,NO,11,"意味1 ちょう じょう ・ 頂 上 を目指して進む。 ふまえ ・ 「1歩前 にお進みください。」 ・ 「あと一歩、前へ進め!!」 さ 対:下 がる 意味2 すす (が)進 む こうじ よ てい どお ・ A:工事 は予 定 通 り進んでいますか? すす B:はい。予定通り進んでいます。 (を)進 める ・ 会議の準備を進める。 1. Tiến đến, tiến lên, ・ オフィスの(IT)化を進める。 bước lên. か がく ぎ じゅつ ・ 日本は科 学 技 術 が進んでいる。 2. Tiến triể"
N3-vocab-0709,N3,vocab,第37 課:711~730,721,(が)通る,とおる,意味4:火が通る:Chín,248,OK,raw_bullet_or_phrase,NO,NO,4,"意味1:Qua lại ・ この道は車がたくさん通る。 意味2:Đi qua, xỏ qua かい さつ ・ 改 札 を通ってホームに上がる。 はり いと ・ 針 に糸 を通す。 意味3:Đi qua, chạy qua おおどお り (Đường lớn) 合:大通 大通りを歩く。 ま ・ 私の町の真 とお ん中には大きな川が通っている。 (が)通 る となり けん てつどう 隣 の県 まで鉄道 を通す。 とお (を)通 す 意味4:火が通る:Chín この肉はよく火が通っていない。 意味5:が/を通す:Đi q"
N3-vocab-0710,N3,vocab,第37 課:711~730,722,越える,こえる,"Vượt qua, vượt quá",249,OK,raw_bullet_or_phrase,NO,NO,3,"ばしょ こ 合:場所 + 越 える こ となり けん ・ この(山/川...)を越えると隣 の県 だ。 越 える へいきんてん Vượt qua, vượt quá ・ テストの平均点 は80 点を超えた。 さい こうきおん ま なつ び ・ 最 高気温 が30 度を超える日を真 夏 日 という。"
N3-vocab-0711,N3,vocab,第37 課:711~730,723,(が)過ぎる,すぎる,"1. Đi qua 2. Quá, vượt quá",249,OK,raw_bullet_or_phrase,NO,NO,5,"意味1 ひろ しま ・ 電車は広 島 駅を過ぎた。(乗っている) す ・ 電車が通り過ぎていった。(見てる) (が)過 ぎる こう しん ・ デモ行 進 が過ぎて行った。(△) 1. Đi qua 2. Quá, vượt quá 意味2:時間 + 過ぎる ・ 約束の時間(が/を)過ぎても友だちは来なかった。 ・ 東京に来てから10 年が過ぎた。"
N3-vocab-0712,N3,vocab,第37 課:711~730,724,(を)過ごす,すごす,"Sống, trải qua",249,OK,raw_bullet_or_phrase,NO,NO,2,"・ 大学を東京で過ごした。 ・ 日曜日は家でテレビを見て過ごすことが多い。 す ね す ごす (Ngủ quên) 合:+) 寝過 (を)過 ごす Sống, trải qua 酔っぱらって、降りる駅を寝過ごした。 +) 乗り過ごす (Đi quá) あ!乗り過ごしてしまった!"
N3-vocab-0714,N3,vocab,第37 課:711~730,726,(が)移る,うつる,"1. Di chuyển 2. Bị lây, lây sang",250,OK,raw_bullet_or_phrase,NO,NO,5,"意味1 こく ばん ・ 黒 板 の字が見えにくかったので、前の席に移った。 うつ (が)移 る ・ 本社を大阪から東京に移した。 うつ えい ぎょう ぶ (を)移 す ・ 来月から営 業 部 に移ることになった。 意味2 1. Di chuyển 2. Bị lây, lây sang ・ かぜをひいた。たぶん、田中さんから移ったのだと思う。 ・ 田中さんにかぜをうつされてしまった。"
N3-vocab-0715,N3,vocab,第37 課:711~730,727,(を)連れる,つれる,Dẫn,250,OK,raw_bullet_or_phrase,NO,NO,2,いっかい とうきょう ・ 社長!一回 東京 へ連れて行ってもらえませんか? こいびと つ ・ あした娘が恋人 を家に連れて来ることになって (を)連 れる こ づ れ (Dẫn con theo) 合:子連 Dẫn こ づ 子連 れでいけるカフェとレストラン。
N3-vocab-0716,N3,vocab,第37 課:711~730,728,寄る,よる,1. Tiến về phía ~ 2. Lệch 3. Ghé vào,250,OK,raw_bullet_or_phrase,NO,NO,3,意味1 まど ・ 窓 のそばに寄って空を見た。(≒ 近寄る) 意味2 よ 寄 る は ・ ポスターが左に寄っているので、貼 り直してください。 1. Tiến về phía ~ ひだりよ にしよ えきよ 合:左寄 り、西寄 り、駅寄 り 2. Lệch 3. Ghé vào 意味3 ・ 会社からの帰りに、雑誌を買いに本屋へ寄ってから帰った。 よ みち (≒ 寄 り道 する)
N3-vocab-0717,N3,vocab,第37 課:711~730,729,(を)寄せる,よせる,Di chuyển ~ về phía,251,OK,raw_bullet_or_phrase,NO,NO,1,よ せる (を)寄 きゅう きゅう しゃ とお はし ・ 救 急 車 が通 るときは、車を道の端 に寄せなければならない。 Di chuyển ~ về phía
N3-vocab-0718,N3,vocab,第37 課:711~730,730,(に・を)与える,あたえる,"1. Trao, cho, dành cho 2. Đem lại, gây ra",251,OK,raw_bullet_or_phrase,NO,NO,5,"意味1 せいせき しょうがく きん ・ 成績 のよい学生には奨学 金 を与える。 あた (に・を)与 える ・ 犬にえさを与える。(≒ あげる − 会話) 1. Trao, cho, ・ (課題/時間/チャンス...)を与える。 dành cho 意味2 2. Đem lại, gây ra ひがい いんしょう ・ (被害 /〇〇な印象 ...)を与える。 う 対:受 ける"
N3-vocab-0719,N3,vocab,第38 課:731~750,731,(を)得る,える,"Thu được, có được",252,OK,raw_bullet_or_phrase,NO,NO,2,"しゅう にゅう ・ ( 収 入 /情報/ 知識 ...)を得る。 え (を)得 る きょ か ・ 仕事中は上司の許 可 を得てからトイレに Thu được, có được 行ってください。"
N3-vocab-0720,N3,vocab,第38 課:731~750,732,(が)向く,むく,Hướng về 合:仕事 + 向いている:Phù hợp,252,OK,raw_bullet_or_phrase,NO,NO,5,・ 「こちらを向いてください」 ・ 顔を左に向ける。 む ほう こう ほう がく む (が)向 く 合:「方 向 / 方 角 」+ 向 き よこ がお ・ 彼は左向きの横 顔 が一番イケメンだ む (を)向 ける ・ 東向きの部屋探してるんですが...。 Hướng về 合:仕事 + 向いている:Phù hợp よう ち えん ・ 彼女は子どもが好きだから、幼 稚 園 の先生に向いて いる。
N3-vocab-0721,N3,vocab,第38 課:731~750,733,向け,むけ,1. Dành riêng cho 2. Phù hợp 意味3:(を)向ける (Hướng về) 3. Hướng về,253,OK,raw_bullet_or_phrase,NO,NO,4,たいしょう + 向け (Dành riêng cho) 意味1:対象 けしょうひん ・ 男性向けの化粧品 む ・ ベトナム人向けの商品 向 け たいしょう + 向け (Phù hợp) 意味2:対象 1. Dành riêng cho ・ 新しいゲームは、子どもよりも大人向けだ。 2. Phù hợp 意味3:(を)向ける (Hướng về) 3. Hướng về はっしん ・ 世界に向けて情報が発信 される。 れんしゅう かいし オリンピックに向けて練習 を開始 する。
N3-vocab-0722,N3,vocab,第38 課:731~750,734,勧める,すすめる,"Gợi ý, mời",253,OK,raw_bullet_or_phrase,NO,NO,2,"・ 入会を勧める。 すす ※ 行 行動 + 進める (đi kèm với danh từ chỉ hành động) 勧 める ・ 客にお茶を勧める。 Gợi ý, mời すす 名:進 め"
N3-vocab-0723,N3,vocab,第38 課:731~750,735,薦める,すすめる,"1. Đề cử, gợi ý 2. Tiến cử",253,OK,raw_bullet_or_phrase,NO,NO,3,"意味1 ・ 先生にすすめられた本を買った。 すす 薦 める ・ 「おすすめはありますか?」 意味2 1. Đề cử, gợi ý 2. Tiến cử ぎ ちょう ・ A:「議 長 はだれがいいですか?」 すいせん B:「山田さんを推薦 します。」"
N3-vocab-0724,N3,vocab,第38 課:731~750,736,(を・に) 任,まかせる,・ A:「結婚式 Giao phó,254,OK,raw_bullet_or_phrase,NO,NO,3,せきにん ・ 責任 の重い仕事を新人に任せてみた。 まか (を・に) 任 せる けっこんしき し かい ・ A:「結婚式 の司 会 、よろしくね!」 Giao phó B:「任せてください。」
N3-vocab-0725,N3,vocab,第38 課:731~750,737,(を)守る,まもる,1. Bảo vệ 2. Tuân thủ,254,OK,raw_bullet_or_phrase,NO,NO,4,意味1 かんきょう ・ 環境 を守るために、ごみを減らそう! きけん ・ 子どもを危険 から守る。 まも (を)守 る 意味2 ・ 「順番(じゅんばん)を守って並んでください。」 1. Bảo vệ ほうりつ きそく 2. Tuân thủ ・ (法律 /規則 /ルール/約束 ...)を守る。 いはん やぶ 対:違反 する/破 る
N3-vocab-0726,N3,vocab,第38 課:731~750,738,(を) 争う,あらそう,"1. Tranh cãi, tranh chấp, tranh giành 2. Cạnh tranh",254,OK,raw_bullet_or_phrase,NO,NO,2,"あらそ ふうふ う ・ あの夫婦 はいつも小さなことで争っている。 (を) 争 やま だ せん しゅ たかはし せんしゅ ・ 山 田 選 手 と高橋 選手 がトップを争っている。 1. Tranh cãi, tranh chấp, tranh giành (≒ トップ争いをしている) 2. Cạnh tranh"
N3-vocab-0727,N3,vocab,第38 課:731~750,739,(を)望む,のぞむ,"Hi vọng, kỳ vọng",255,OK,raw_bullet_or_phrase,NO,NO,6,"・ あなたの未来が明るいものであるよう望んでいます。 (≒ 願っています) ・ 世界が平和になることを望んでいる。 ・ 卒業後は、教師になることを望んでいる。 きぼう → 教師を希望 している。 のぞ (を)望 む のぞ 名:望 み Hi vọng, kỳ vọng きぼう 類:希望 ・ 私の望みは子供が元気に育ってくれることだ。 蓮:望みがある >< 望みがない (Có hy vọng) >< (Không có kỳ vọng) 使い分け げん き • Trừu tượng + 望む:平和、元 気 きゅうりょう"
N3-vocab-0728,N3,vocab,第38 課:731~750,740,(を)信じる,しんじる,"1. Tin tưởng, tin vào 2. Tín",256,OK,raw_bullet_or_phrase,NO,NO,4,"意味1 ・ 「昨日、ゆうれいを見たよ」 「うそ!信じられない!」 うたが 対:疑 う しん (を)信 じる どりょく しんろ ・ 努力 すれば望んだ進路 に進めると信じている。 1. Tin tưởng, tin vào あず ・ 友人を信じてお金を預 けた。 2. Tín 意味2 ぶっ きょう かみさま ・ 私は仏 教 /神様 を信じています。 しゅうきょう +を信じる (Đi với danh từ liên quan đến đạo) ※ 宗教"
N3-vocab-0729,N3,vocab,第38 課:731~750,741,(が)通じる,つうじる,"1. Hiểu 2. Dẫn đến, xuyên qua 3. Kết nối (điện thoại)",256,OK,raw_bullet_or_phrase,NO,NO,4,"意味1 ・ 日本に来たとき、私の日本語が通じるか(どうか) しん ぱい 心 配 だった。 つう (が)通 じる じょう だん ・ 山田さんには冗 談 が通じない。 1. Hiểu 意味2 2. Dẫn đến, xuyên qua ちかどう 3. Kết nối (điện thoại) ・ この地下道 は駅に通じている。 意味3 ・ コンサートチケット申し込みの電話がやっと通じた。"
N3-vocab-0730,N3,vocab,第38 課:731~750,742,(が)飽きる,あきる,Chán,257,OK,raw_bullet_or_phrase,NO,NO,2,・ 好きなものでも、毎日食べるとあきてしまう。 ・ もうこのゲームにはあきた。 あ (が)飽 きる み あ きない (Xem mãi không chán) 合:見飽 Chán 彼女の顔は見飽きない。
N3-vocab-0731,N3,vocab,第38 課:731~750,743,(を)思いつく,おもいつく,Nghĩ ra,257,OK,raw_bullet_or_phrase,NO,NO,2,・ (アイディア/考え/方法... )を思いつく。 おも (を)思 いつく ・ いい方法が思いつかない。 Nghĩ ra おも 名:思 いつき(N2)
N3-vocab-0732,N3,vocab,第38 課:731~750,744,(を)思いやる,,Quan tâm (nghĩ cho người khác),257,OK,raw_bullet_or_phrase,NO,NO,2,きび (を)思いやる ・ 父親の言葉は厳 しかったが、その言葉には子どもを あらわ 思いやる気持ちが表 れていた。 Quan tâm (nghĩ cho người khác) ・ 子供には、思いやり(の/が)ある人間になってほしい
N3-vocab-0733,N3,vocab,第38 課:731~750,745,(が) 熱中する,ねっちゅうする,"Mải mê, chăm chú",258,OK,raw_bullet_or_phrase,NO,NO,4,"・ 兄はゲームに熱中して、ご飯も食べていない。 ・ 母は今カラオケに熱中している。 → はまっている(習慣)(N2) ねっちゅう (が) 熱中 する ちゅう けい ・ テレビのボクシング中 継 に熱中して、つい大声を Mải mê, chăm chú 出してしまった。 ねっ ちゅう しょう :Say nắng, sốc nhiệt 合:熱 中 症 ・ 暑いので、熱中症に気を付けてください。"
N3-vocab-0734,N3,vocab,第38 課:731~750,746,(を)暮らす,くらす,"Sống, sinh sống 合:N + 暮",258,OK,raw_bullet_or_phrase,NO,NO,3,"きゅう りょう ・ この給 料 では家族3人で暮らしていけない。 と かい ・ 都 会 で暮らすのは便利だが、お金がかかる。 く → 生活する(より具体的) らす (を)暮 びん ぼう ・ 貧 乏 でも楽しく暮らしている。 Sống, sinh sống ぐ らし (Sinh, sinh sống) 合:N + 暮 気楽な一人暮らし 都会暮らし いい暮らしをするために仕事を頑張る。"
N3-vocab-0735,N3,vocab,第38 課:731~750,747,(を)巻く,まく,"Quấn, cuốn",258,OK,raw_bullet_or_phrase,NO,NO,2,"ま ・ コードを巻いて片付ける。 (を)巻 く ほう たい ・ 腕に包 帯 を巻く。 Quấn, cuốn"
N3-vocab-0736,N3,vocab,第38 課:731~750,748,(を)結ぶ,むすぶ,"1. Buộc, thắt 2. Nối (chuyến) 3. Ký kết (hợp đồng)",259,OK,raw_bullet_or_phrase,NO,NO,5,"・ くつひもを結ぶ。 ・ おしゃれな結び方。 むす 対:ほどく ぶ (を)結 ・ 妻にネクタイを結んでもらう。 1. Buộc, thắt 2. Nối (chuyến) → ネクタイをする/しめる 3. Ký kết (hợp đồng) なんびん ・ 東京とニューヨークを結ぶ飛行機は、1日何便 ですか。 じょう やく けい やく ) ・ ( 条 約 /契 約 ... )を結ぶ。"
N3-vocab-0737,N3,vocab,第38 課:731~750,750,(が)済む,すむ,"※~ないで済む:Không làm ~ cũng xong Xong, hoàn thành",259,OK,raw_bullet_or_phrase,NO,NO,8,"・ 用事が済んだらすぐ行きます~。 ・ この仕事を済ませたらすぐ帰ります。 こう ねつ ひ でん き だい し はら ・ (光 熱 費 ・電 気 代 )の支 払 いを済ませる。 す む (が)済 ※~ないで済む:Không làm ~ cũng xong Xong, hoàn thành だい じょう ぶ (≒ ~しなくても大 丈 夫 ) す あたた ・ 今日は暖 かいから、コートを着ないですんだ。 ませる (を)済 ※(ご飯)が済む:Cũng xong, cũng được す ます (を)済 だい じょう ぶ "
N3-vocab-0738,N3,vocab,第39 課:751~770,751,出来る,できる,"1. Xuất hiện, có 2. Có (phát sinh cái mới) 3. Giỏi, làm tốt 4. Được làm từ",260,OK,raw_bullet_or_phrase,NO,NO,5,"意味1 ・ 駅前に新しいスーパーができた。 意味2 ・ (友だち/子ども/にきび... )ができた。 もんだい しょう はっせい する: Có (phát sinh vấn đề) 関:問題 +生 じる、発生 かいはつ 開発 の途中で、問題が生じた。(≒ 発生した) で き 蓮:出来上がる:Hoàn thành (mất thời gian) 出来 る りょうり 2 時間もかけて、やっと料理 が出来上がった。 1. Xuất hiện, có かんせい (≒ 完成 した) 2. Có (phát sinh cái "
N3-vocab-0739,N3,vocab,第39 課:751~770,752,(が)切れる,きれる,"1. Cắt được, sắc 2. Hết hạn, hết hiệu lực 3. Hết",261,OK,raw_bullet_or_phrase,NO,NO,4,"意味1 ほうちょう ・ この包丁 はよく切れる。 き (が)切 れる 意味2 ていき しょう み き げん ゆうこう きげん けいやく めんきょ 1. Cắt được, sắc ・ (定期 /賞 味 期 限 /有効 期限 /契約 /免許 ...)が切れる 2. Hết hạn, hết 意味3 hiệu lực でん ち でん ち 3. Hết ・ 電 池 が切れた。(≒電 池 切れ) ねんりょう しお ・ (インク/燃料 /塩 )が切れる。"
N3-vocab-0740,N3,vocab,第39 課:751~770,753,(を)切らす,きらす,"Hết, cạn kiệt",261,OK,raw_bullet_or_phrase,NO,NO,1,"き (を)切 らす ・ うっかりしていて、(さとう/せっけん/トイレット ペーパー...)を切らしちゃった。 Hết, cạn kiệt"
N3-vocab-0741,N3,vocab,第39 課:751~770,755,(が)伝わる,つたわる,"Lưu truyền, truyền đạt",261,OK,raw_bullet_or_phrase,NO,NO,4,"もとかれ ・ 元彼 が結婚するといううわさが伝わってきた。 ・ 電話で用件を伝える。 ちほう ふ し ぎ ・ この地方 には昔から伝わる不 思 議 な話がある。 つた ・ ふるさとの料理を若い人に伝える。 (が)伝 わる つた わる (Được truyền vào, du nhập) 自:~が伝 つた (を)伝 える 漢字は中国から伝わってきた。 Lưu truyền, truyền đạt ~が伝わる (Truyền đạt) いくら説明しても、相手に伝わらない。 つた える (Truyền đạt, chuy"
N3-vocab-0742,N3,vocab,第39 課:751~770,756,(が)続く,つづく,"1. Liên tục, trải dài 2. Tiếp, tiếp theo 3. Liên tục",262,OK,raw_bullet_or_phrase,NO,NO,4,"意味1 ・ 雨の日が続く。 すなはま ・ 美しい砂浜 が続いている。 つづ (が)続 く 意味2 ・ (駅で) 1. Liên tục, trải dài 「前の人に続いてお乗りください。」 2. Tiếp, tiếp theo 3. Liên tục 意味3 ・ 悪いことが続いて起こる。 つづ 名:続 き このマンガの続きが早く読みたい。"
N3-vocab-0743,N3,vocab,第39 課:751~770,757,(を)続ける,つづける,"1. (Kéo dài) liền, liên tục 2. Tiếp tục",262,OK,raw_bullet_or_phrase,NO,NO,3,"意味1 ・ もう3 時間も会議を続けている。(△) つづ → もう3時間も会議が続いている。(より自然) (を)続 ける 意味2 1. (Kéo dài) liền, ・ 「ベトナムへ帰っても日本語の勉強を続けて liên tục くださいね」。 2. Tiếp tục ち こく ・ 3 回続けて遅 刻 して、上司に怒られた。"
N3-vocab-0744,N3,vocab,第39 課:751~770,758,(が)つながる,,"1. Nối, kết nối 2. (Kéo dài) liên tục 3. Kết nối (điện thoại, mạng)",263,OK,raw_bullet_or_phrase,NO,NO,5,"意味1 ほんしゅう しこく ・ 本州 と四国 は橋でつながっている。 はし ・ この橋 は本州と四国をつないでいる。 自:~がつながる (Được kết nối, dẫn đến) この道は駅につながっていますよ。 どりょく ごうかく (が)つながる 日々の努力 が合格 につながったと思う。 (を)つなぐ 意味2 1. Nối, kết nối じゅうたい ・ 渋滞 で車が1キロもつながっている。 2. (Kéo dài) liên tục 3. Kết nối (điện thoại, → 渋滞が1キロも続いて"
N3-vocab-0745,N3,vocab,第39 課:751~770,759,(を)つなぐ,,"Nối, kết nối",263,OK,raw_bullet_or_phrase,NO,NO,2,"・ スマホをパソコンにつなぐ。 (を)つなぐ ・ 恋人と手をつないで歩く。 Nối, kết nối むす 関:を結 ぶ"
N3-vocab-0746,N3,vocab,第39 課:751~770,760,(を)つなげる,,Kết nối,264,OK,raw_bullet_or_phrase,NO,NO,1,(を)つなげる せいこう ・ このチャンスをぜひ成功 につなげたい Kết nối
N3-vocab-0747,N3,vocab,第39 課:751~770,762,(が)伸びる,のびる,"1. Dài ra, dãn ra 2. Kéo dài, kéo dãn 3. Tăng lên",264,OK,raw_bullet_or_phrase,NO,NO,5,"意味1 せ かみ ・ (背 /髪 /ひげ...)が伸びる。 しんちょう ・ (髪/ひげ/身 長 ...)を伸ばす。 意味2 じゅんび うんどう ・ しっかり足を伸ばして準備 運動 をしてくださいね。 の (が)伸 びる の ばす (Kéo dài, làm phẳng) 他:~を伸 アイロンをかけてしわを伸ばす。 の (を)伸 ばす 意味3 きろく ・ (記録 /売り上げ...)が伸びる。 1. Dài ra, dãn ra 2. Kéo dài, kéo dãn れんしゅう すいえい きろく ・ 練習 して、水泳"
N3-vocab-0748,N3,vocab,第39 課:751~770,764,(が)延びる,のびる,"自:~延びる (Tăng, kéo dài)",265,OK,raw_bullet_or_phrase,NO,NO,9,"・ レポートのしめ切りが延びてよかった。 き こく ひ の ・ チケットが取れなかったので、帰 国 の日 を延 ばした。 よてい ・ 2 時間で終わる予定 だった、会議が延びて3 時間になった。 の ・ 先生がテストの時間を10 分延ばしてくれた。 (が)延 びる 自:~延びる (Tăng, kéo dài) の (を)延 ばす へいきん じゅみょう ・ 日本では、平均 寿命 が延びている。 Trì hoãn, kéo dài てつどう ・ 鉄道 が、となりの市まで延びた。 どうろ ・ 道路 を20 キロまで延ばし"
N3-vocab-0749,N3,vocab,第39 課:751~770,766,(が)重なる,かさなる,Chồng lên,266,OK,raw_bullet_or_phrase,NO,NO,3,いんさつ かみ ・ 印刷 したら、紙 が2枚重なって出てきた。 さら ・ 皿 は重ねて置いておいてください。 かさ かさ (が)重 なる なる (Trùng nhau) 自:~が重 にちようび しゅくじつ ・ 日曜日 と祝日 が重なると、次の月曜日が休みになる。 かさ (を)重 ねる かさ ねる (Chồng lên/ Nhiều - nhấn mạnh) 他:~を重 Chồng lên かさ ぎ 寒かったので、セーターを2枚重ねて着た。( ≒重 ね着 ) れんしゅう けいけん む り くろう ( 練習 /経験 /
N3-vocab-0750,N3,vocab,第39 課:751~770,767,(が)広がる,ひろがる,1. Mở rộng 2. Lan rộng,266,OK,raw_bullet_or_phrase,NO,NO,5,意味1 みちはば ・ 道幅 が広がって、歩きやすくなった。 せば 対:狭 まる(N2) ひろ せんしゅ さ ・ 1 位と2 位の選手 の差 が広がっている。 (が)広 がる さばく しんりん そうげん えいえん ・ (空/海/砂漠 /森林 /草原 ...)が永遠 に広がっている 1. Mở rộng ように見える。 2. Lan rộng 意味2 きょうふう ・ 強風 のため、火事がどんどん広がっている。 ごうう ひがい ・ 豪雨 被害 が広がっている。
N3-vocab-0751,N3,vocab,第39 課:751~770,768,(を)広げる,ひろげる,Mở rộng,267,OK,raw_bullet_or_phrase,NO,NO,4,ふ ・ お客さんが増 えているので、もっと店を広げたい。 → 大きくしたい ひろ げる (を)広 どうろ せいりょく し や ・ (道路 /勢力 /視野 /スペース...)を広げる。 Mở rộng しんぶん ・ 新聞 を広げて読む。 りょうて はね ・ (両手 /羽 /かさ/本...)を広げる。
N3-vocab-0752,N3,vocab,第39 課:751~770,770,(が)載る,のる,1. Chất lên 2. Đăng lên,267,OK,raw_bullet_or_phrase,NO,NO,4,意味1 にもつ の ・ この荷物 は大きすぎて、私の車には載らないだろう。 る (が)載 ・ 電車のたなにのせた荷物を忘れた。 の せる (を)載 意味2 き じ ・ 新聞に、私の書いた記事 が載った。 1. Chất lên 2. Đăng lên しゃしん ・ フェイスブックに写真 を載せる。(自)
